[filetype:logbook]
Timestamp;Log level;Log message
2024-11-08 14:20:27;SYSTEM;UpdateStationThread(): Thread started.
2024-11-08 14:20:27;SYSTEM;Installed sensors:
{"display_name":"cond 22371200","internal_name":"cond 22371200","url":"modbus_rtu://4/5","sn":"22371200","version":"243590-1111 CONUM034","model":"condu::lyser"}
{"display_name":"ise 24181400","internal_name":"ise 14360002","url":"modbus_rtu://4/3","sn":"24181400","version":"0102 010M","model":"ise::lyser"}
{"display_name":"ise 20251300","internal_name":"ise 20251300","url":"modbus_rtu://4/7","sn":"20251300","version":"0102 010M","model":"ise::lyser"}
{"display_name":"oxi 11923","internal_name":"oxi 11923","url":"modbus_rtu://4/6","sn":"11923","version":"31 2","model":"oxi::lyser"}
{"display_name":"Luftdruck","internal_name":"Sensor_1","url":"constat_ai://3/17","sn":"","version":" ","model":"intern-mA-IN"}
{"display_name":"spec 23510000","internal_name":"spec 23510000","url":"modbus_rtu://1/4","sn":"23510000","version":"0100 0134","model":"spectro::lyser","detector":"uv/vis","pathlength":35.0,"pathlength_unit":"mm","global_calib":"RIV615NNV200","reference":"DIST_H2O","reference_index":"2","reference_date":"2024-10-09 10:50:00"}
{"display_name":"spec 24400210","internal_name":"spec 24400210","url":"rest_tcp://https/192.168.42.10:443","sn":"24400209","version":"4.60 3.14-4","model":"spectro::lyser V3.0","detector":"uv","pathlength":35.0,"pathlength_unit":"mm","global_calib":"GEN_UV_FINGERPRINT-60_ABS-M_SCAN_001","reference":"JET","reference_index":"00000002","reference_date":"2024-11-08T12:26:59.666Z"}
2024-11-08 14:20:34;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 74 seconds.
2024-11-08 14:21:04;USER;CSecurity::GetLock(): User "Administrator" logged in (read-write access).
2024-11-08 14:21:17;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 29 seconds.
2024-11-08 14:21:22;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 23 seconds.
2024-11-08 14:23:20;SYSTEM;Measurement suspended.
2024-11-08 14:25:11;SYSTEM;Measurement resumed.
2024-11-08 14:25:12;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 29 seconds.
2024-11-08 14:25:12;SYSTEM;Installed sensors:
{"display_name":"cond 22371200","internal_name":"cond 22371200","url":"modbus_rtu://4/5","sn":"22371200","version":"243590-1111 CONUM034","model":"condu::lyser"}
{"display_name":"ise 24181400","internal_name":"ise 14360002","url":"modbus_rtu://4/3","sn":"24181400","version":"0102 010M","model":"ise::lyser"}
{"display_name":"ise 20251300","internal_name":"ise 20251300","url":"modbus_rtu://4/7","sn":"20251300","version":"0102 010M","model":"ise::lyser"}
{"display_name":"oxi 11923","internal_name":"oxi 11923","url":"modbus_rtu://4/6","sn":"11923","version":"31 2","model":"oxi::lyser"}
{"display_name":"Luftdruck","internal_name":"Sensor_1","url":"constat_ai://3/17","sn":"","version":" ","model":"intern-mA-IN"}
{"display_name":"spec 23510000","internal_name":"spec 23510000","url":"modbus_rtu://1/4","sn":"23510000","version":"0100 0134","model":"spectro::lyser","detector":"uv/vis","pathlength":35.0,"pathlength_unit":"mm","global_calib":"RIV615NNV200","reference":"DIST_H2O","reference_index":"2","reference_date":"2024-10-09 10:50:00"}
{"display_name":"spec 24400210","internal_name":"spec 24400210","url":"rest_tcp://https/192.168.42.10:443","sn":"24400209","version":"4.60 3.14-4","model":"spectro::lyser V3.0","detector":"uv","pathlength":35.0,"pathlength_unit":"mm","global_calib":"GEN_UV_FINGERPRINT-60_ABS-M_SCAN_001","reference":"JET","reference_index":"00000002","reference_date":"2024-11-08T12:26:59.666Z"}
2024-11-08 14:26:11;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/4, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-11-08 14:27:10;SYSTEM;Measurement suspended.
2024-11-08 14:31:59;SYSTEM;Measurement resumed.
2024-11-08 14:32:00;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 101 seconds.
2024-11-08 14:32:00;SYSTEM;Installed sensors:
{"display_name":"cond 22371200","internal_name":"cond 22371200","url":"modbus_rtu://4/5","sn":"22371200","version":"243590-1111 CONUM034","model":"condu::lyser"}
{"display_name":"ise 24181400","internal_name":"ise 14360002","url":"modbus_rtu://4/3","sn":"24181400","version":"0102 010M","model":"ise::lyser"}
{"display_name":"ise 20251300","internal_name":"ise 20251300","url":"modbus_rtu://4/7","sn":"20251300","version":"0102 010M","model":"ise::lyser"}
{"display_name":"oxi 11923","internal_name":"oxi 11923","url":"modbus_rtu://4/6","sn":"11923","version":"31 2","model":"oxi::lyser"}
{"display_name":"Luftdruck","internal_name":"Sensor_1","url":"constat_ai://3/17","sn":"","version":" ","model":"intern-mA-IN"}
{"display_name":"spec 23510000","internal_name":"spec 23510000","url":"modbus_rtu://1/4","sn":"23510000","version":"0100 0134","model":"spectro::lyser","detector":"uv/vis","pathlength":35.0,"pathlength_unit":"mm","global_calib":"RIV615NNV200","reference":"DIST_H2O","reference_index":"2","reference_date":"2024-10-09 10:50:00"}
{"display_name":"spec 24400210","internal_name":"spec 24400210","url":"rest_tcp://https/192.168.42.10:443","sn":"24400209","version":"4.60 3.14-4","model":"spectro::lyser V3.0","detector":"uv","pathlength":35.0,"pathlength_unit":"mm","global_calib":"GEN_UV_FINGERPRINT-60_ABS-M_SCAN_001","reference":"JET","reference_index":"00000002","reference_date":"2024-11-08T12:26:59.666Z"}
2024-11-08 15:13:43;USER;User "Administrator" from 127.0.0.1 logged out.
2024-11-08 15:46:19;USER;CSecurity::GetLock(): User "Administrator" logged in (read-write access).
2024-11-08 15:47:07;SYSTEM;Measurement suspended.
2024-11-08 15:47:19;SYSTEM;Measurement resumed.
2024-11-08 15:47:23;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 23 seconds.
2024-11-08 15:47:23;SYSTEM;Installed sensors:
{"display_name":"cond 22371200","internal_name":"cond 22371200","url":"modbus_rtu://4/5","sn":"22371200","version":"243590-1111 CONUM034","model":"condu::lyser"}
{"display_name":"ise 24181400","internal_name":"ise 14360002","url":"modbus_rtu://4/3","sn":"24181400","version":"0102 010M","model":"ise::lyser"}
{"display_name":"ise 20251300","internal_name":"ise 20251300","url":"modbus_rtu://4/7","sn":"20251300","version":"0102 010M","model":"ise::lyser"}
{"display_name":"oxi 11923","internal_name":"oxi 11923","url":"modbus_rtu://4/6","sn":"11923","version":"31 2","model":"oxi::lyser"}
{"display_name":"Luftdruck","internal_name":"Sensor_1","url":"constat_ai://3/17","sn":"","version":" ","model":"intern-mA-IN"}
{"display_name":"spec 23510000","internal_name":"spec 23510000","url":"modbus_rtu://1/4","sn":"23510000","version":"0100 0134","model":"spectro::lyser","detector":"uv/vis","pathlength":35.0,"pathlength_unit":"mm","global_calib":"RIV615NNV200","reference":"DIST_H2O","reference_index":"2","reference_date":"2024-10-09 10:50:00"}
{"display_name":"spec 24400210","internal_name":"spec 24400210","url":"rest_tcp://https/192.168.42.10:443","sn":"24400209","version":"4.60 3.14-4","model":"spectro::lyser V3.0","detector":"uv","pathlength":35.0,"pathlength_unit":"mm","global_calib":"GEN_UV_FINGERPRINT-60_ABS-M_SCAN_001","reference":"JET","reference_index":"00000002","reference_date":"2024-11-08T12:26:59.666Z"}
2024-11-08 16:48:55;SYSTEM;Login of user "Administrator" timed out.
2024-11-09 07:03:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 932 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-09 23:37:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 938 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-10 16:11:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 944 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-11 08:45:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 951 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-12 01:19:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 958 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-12 17:53:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 964 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-13 10:27:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 971 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-14 03:01:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 977 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-14 19:35:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 984 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-15 12:09:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 991 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-16 04:43:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 997 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-16 21:17:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1004 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-17 13:51:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1011 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-18 06:25:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1017 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-18 16:43:23;USER;CSecurity::GetLock(): User "Administrator" logged in (read-write access).
2024-11-18 17:26:52;USER;User "Administrator" from 127.0.0.1 logged out.
2024-11-18 22:59:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1024 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-19 15:33:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1031 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-20 08:07:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1037 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-21 00:41:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1044 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-21 17:15:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1050 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-22 09:49:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1057 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-23 02:23:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1063 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-23 18:57:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1070 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-24 11:31:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1077 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-25 04:05:05;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1083 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-25 16:08:32;USER;CSecurity::GetLock(): User "Administrator" logged in (read-write access).
2024-11-25 17:10:55;SYSTEM;Login of user "Administrator" timed out.
2024-11-25 20:39:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1090 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-26 10:19:58;USER;CSecurity::GetLock(): User "Administrator" logged in (read-write access).
2024-11-26 10:20:08;SYSTEM;Measurement suspended.
2024-11-26 10:28:27;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/4, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-11-26 10:30:19;USER;Re-owned sensor url rest_tcp://https/192.168.42.10:443 restTcp set terminalId to 21153620,
2024-11-26 10:35:01;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/4, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-11-26 10:39:20;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/4, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-11-26 10:41:01;SYSTEM;Measurement resumed.
2024-11-26 10:41:04;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 42 seconds.
2024-11-26 10:41:04;SYSTEM;Installed sensors:
{"display_name":"cond 22371200","internal_name":"cond 22371200","url":"modbus_rtu://4/5","sn":"22371200","version":"243590-1111 CONUM034","model":"condu::lyser"}
{"display_name":"ise 24181400","internal_name":"ise 14360002","url":"modbus_rtu://4/3","sn":"24181400","version":"0102 010M","model":"ise::lyser"}
{"display_name":"ise 20251300","internal_name":"ise 20251300","url":"modbus_rtu://4/7","sn":"20251300","version":"0102 010M","model":"ise::lyser"}
{"display_name":"oxi 11923","internal_name":"oxi 11923","url":"modbus_rtu://4/6","sn":"11923","version":"31 2","model":"oxi::lyser"}
{"display_name":"Luftdruck","internal_name":"Sensor_1","url":"constat_ai://3/17","sn":"","version":" ","model":"intern-mA-IN"}
{"display_name":"spec 23510000","internal_name":"spec 23510000","url":"modbus_rtu://1/4","sn":"23510000","version":"0100 0134","model":"spectro::lyser","detector":"uv/vis","pathlength":35.0,"pathlength_unit":"mm","global_calib":"RIV615NNV200","reference":"DIST_H2O","reference_index":"2","reference_date":"2024-10-09 10:50:00"}
{"display_name":"spec 24400210","internal_name":"spec 24400210","url":"rest_tcp://https/192.168.42.10:443","sn":"24400209","version":"4.60 3.14-4","model":"spectro::lyser V3.0","detector":"uv","pathlength":35.0,"pathlength_unit":"mm","global_calib":"GEN_UV_FINGERPRINT-60_ABS-M_SCAN_001","reference":"JET","reference_index":"00000002","reference_date":"2024-11-08T12:26:59.666Z"}
2024-11-26 10:42:58;SYSTEM;Calibration information update for parameter "HS-".

2024-11-26 10:42:59;SYSTEM;Calibration information update for parameter "NO3-Neq".

2024-11-26 10:42:59;SYSTEM;Calibration information update for parameter "HS-".

2024-11-26 10:43:00;SYSTEM;Calibration information update for parameter "Ozone".

2024-11-26 10:43:00;SYSTEM;Calibration information update for parameter "UV254t".

2024-11-26 10:43:00;SYSTEM;Calibration information update for parameter "TOCeq".

2024-11-26 10:43:01;SYSTEM;Calibration information update for parameter "NO3-Neq".

2024-11-26 10:43:01;SYSTEM;Calibration information update for parameter "TURBest - FTU (39)".

2024-11-26 10:43:02;SYSTEM;Calibration information update for parameter "Chl-A".

2024-11-26 10:49:38;SYSTEM;Measurement suspended.
2024-11-26 10:55:11;SYSTEM;Measurement resumed.
2024-11-26 10:55:11;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 30 seconds.
2024-11-26 10:55:11;SYSTEM;Installed sensors:
{"display_name":"cond 22371200","internal_name":"cond 22371200","url":"modbus_rtu://4/5","sn":"22371200","version":"243590-1111 CONUM034","model":"condu::lyser"}
{"display_name":"ise 24181400","internal_name":"ise 14360002","url":"modbus_rtu://4/3","sn":"24181400","version":"0102 010M","model":"ise::lyser"}
{"display_name":"ise 20251300","internal_name":"ise 20251300","url":"modbus_rtu://4/7","sn":"20251300","version":"0102 010M","model":"ise::lyser"}
{"display_name":"oxi 11923","internal_name":"oxi 11923","url":"modbus_rtu://4/6","sn":"11923","version":"31 2","model":"oxi::lyser"}
{"display_name":"Luftdruck","internal_name":"Sensor_1","url":"constat_ai://3/17","sn":"","version":" ","model":"intern-mA-IN"}
{"display_name":"spec 23510000","internal_name":"spec 23510000","url":"modbus_rtu://1/4","sn":"23510000","version":"0100 0134","model":"spectro::lyser","detector":"uv/vis","pathlength":35.0,"pathlength_unit":"mm","global_calib":"RIV615NNV200","reference":"DIST_H2O","reference_index":"2","reference_date":"2024-10-09 10:50:00"}
{"display_name":"spec 24400210","internal_name":"spec 24400210","url":"rest_tcp://https/192.168.42.10:443","sn":"24400209","version":"4.60 3.14-4","model":"spectro::lyser V3.0","detector":"uv","pathlength":35.0,"pathlength_unit":"mm","global_calib":"GEN_UV_FINGERPRINT-60_ABS-M_SCAN_001","reference":"JET","reference_index":"00000002","reference_date":"2024-11-08T12:26:59.666Z"}
2024-11-26 10:56:59;SYSTEM;Calibration information update for parameter "NO3-Neq".

2024-11-26 10:57:56;SYSTEM;Measurement suspended.
2024-11-26 10:59:32;SYSTEM;Measurement resumed.
2024-11-26 10:59:33;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 8 seconds.
2024-11-26 10:59:33;SYSTEM;Installed sensors:
{"display_name":"cond 22371200","internal_name":"cond 22371200","url":"modbus_rtu://4/5","sn":"22371200","version":"243590-1111 CONUM034","model":"condu::lyser"}
{"display_name":"ise 24181400","internal_name":"ise 14360002","url":"modbus_rtu://4/3","sn":"24181400","version":"0102 010M","model":"ise::lyser"}
{"display_name":"ise 20251300","internal_name":"ise 20251300","url":"modbus_rtu://4/7","sn":"20251300","version":"0102 010M","model":"ise::lyser"}
{"display_name":"oxi 11923","internal_name":"oxi 11923","url":"modbus_rtu://4/6","sn":"11923","version":"31 2","model":"oxi::lyser"}
{"display_name":"Luftdruck","internal_name":"Sensor_1","url":"constat_ai://3/17","sn":"","version":" ","model":"intern-mA-IN"}
{"display_name":"spec 23510000","internal_name":"spec 23510000","url":"modbus_rtu://1/4","sn":"23510000","version":"0100 0134","model":"spectro::lyser","detector":"uv/vis","pathlength":35.0,"pathlength_unit":"mm","global_calib":"RIV615NNV200","reference":"DIST_H2O","reference_index":"2","reference_date":"2024-10-09 10:50:00"}
{"display_name":"spec 24400210","internal_name":"spec 24400210","url":"rest_tcp://https/192.168.42.10:443","sn":"24400209","version":"4.60 3.14-4","model":"spectro::lyser V3.0","detector":"uv","pathlength":35.0,"pathlength_unit":"mm","global_calib":"GEN_UV_FINGERPRINT-60_ABS-M_SCAN_001","reference":"JET","reference_index":"00000002","reference_date":"2024-11-08T12:26:59.666Z"}
2024-11-26 11:00:58;SYSTEM;Calibration information update for parameter "TOCeq".

2024-11-26 11:03:24;SYSTEM;Measurement suspended.
2024-11-26 11:04:37;SYSTEM;Measurement resumed.
2024-11-26 11:04:38;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 63 seconds.
2024-11-26 11:04:38;SYSTEM;Installed sensors:
{"display_name":"cond 22371200","internal_name":"cond 22371200","url":"modbus_rtu://4/5","sn":"22371200","version":"243590-1111 CONUM034","model":"condu::lyser"}
{"display_name":"ise 24181400","internal_name":"ise 14360002","url":"modbus_rtu://4/3","sn":"24181400","version":"0102 010M","model":"ise::lyser"}
{"display_name":"ise 20251300","internal_name":"ise 20251300","url":"modbus_rtu://4/7","sn":"20251300","version":"0102 010M","model":"ise::lyser"}
{"display_name":"oxi 11923","internal_name":"oxi 11923","url":"modbus_rtu://4/6","sn":"11923","version":"31 2","model":"oxi::lyser"}
{"display_name":"Luftdruck","internal_name":"Sensor_1","url":"constat_ai://3/17","sn":"","version":" ","model":"intern-mA-IN"}
{"display_name":"spec 23510000","internal_name":"spec 23510000","url":"modbus_rtu://1/4","sn":"23510000","version":"0100 0134","model":"spectro::lyser","detector":"uv/vis","pathlength":35.0,"pathlength_unit":"mm","global_calib":"RIV615NNV200","reference":"DIST_H2O","reference_index":"2","reference_date":"2024-10-09 10:50:00"}
{"display_name":"spec 24400210","internal_name":"spec 24400210","url":"rest_tcp://https/192.168.42.10:443","sn":"24400209","version":"4.60 3.14-4","model":"spectro::lyser V3.0","detector":"uv","pathlength":35.0,"pathlength_unit":"mm","global_calib":"GEN_UV_FINGERPRINT-60_ABS-M_SCAN_001","reference":"JET","reference_index":"00000002","reference_date":"2024-11-08T12:26:59.666Z"}
2024-11-26 11:07:00;SYSTEM;Calibration information update for parameter "TURBest - FTU (39)".

2024-11-26 12:04:56;SYSTEM;Login of user "Administrator" timed out.
2024-11-26 13:43:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1096 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-27 06:17:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1103 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-27 22:51:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1109 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-28 13:06:20;USER;CSecurity::GetLock(): User "Administrator" logged in (read-write access).
2024-11-28 13:07:04;SYSTEM;Measurement suspended.
2024-11-28 13:08:09;SYSTEM;Measurement resumed.
2024-11-28 13:08:10;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 92 seconds.
2024-11-28 13:08:10;SYSTEM;Installed sensors:
{"display_name":"cond 22371200","internal_name":"cond 22371200","url":"modbus_rtu://4/5","sn":"22371200","version":"243590-1111 CONUM034","model":"condu::lyser"}
{"display_name":"ise 24181400","internal_name":"ise 14360002","url":"modbus_rtu://4/3","sn":"24181400","version":"0102 010M","model":"ise::lyser"}
{"display_name":"ise 20251300","internal_name":"ise 20251300","url":"modbus_rtu://4/7","sn":"20251300","version":"0102 010M","model":"ise::lyser"}
{"display_name":"oxi 11923","internal_name":"oxi 11923","url":"modbus_rtu://4/6","sn":"11923","version":"31 2","model":"oxi::lyser"}
{"display_name":"Luftdruck","internal_name":"Sensor_1","url":"constat_ai://3/17","sn":"","version":" ","model":"intern-mA-IN"}
{"display_name":"spec 23510000","internal_name":"spec 23510000","url":"modbus_rtu://1/4","sn":"23510000","version":"0100 0134","model":"spectro::lyser","detector":"uv/vis","pathlength":35.0,"pathlength_unit":"mm","global_calib":"RIV615NNV200","reference":"DIST_H2O","reference_index":"2","reference_date":"2024-10-09 10:50:00"}
{"display_name":"spec 24400210","internal_name":"spec 24400210","url":"rest_tcp://https/192.168.42.10:443","sn":"24400209","version":"4.60 3.14-4","model":"spectro::lyser V3.0","detector":"uv","pathlength":35.0,"pathlength_unit":"mm","global_calib":"GEN_UV_FINGERPRINT-60_ABS-M_SCAN_001","reference":"JET","reference_index":"00000002","reference_date":"2024-11-08T12:26:59.666Z"}
2024-11-28 14:08:56;SYSTEM;Login of user "Administrator" timed out.
2024-11-28 15:27:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1115 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-29 08:01:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1122 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-30 00:35:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1129 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-11-30 17:09:05;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1135 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-12-01 09:43:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1142 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-12-02 02:17:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1148 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-12-02 18:51:03;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1155 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-12-03 11:25:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1162 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-12-04 03:59:04;SYSTEM;gc.exe: Database size limit for garbage collection not yet reached (size= 1168 MiBytes, limit= 1800 MiBytes). Only 'VACUUM' and 'ANALYZE' executed.
2024-12-04 08:32:20;USER;CSecurity::GetLock(): User "Administrator" logged in (read-write access).
2024-12-04 09:33:11;SYSTEM;Measurement suspended.
2024-12-04 09:33:20;SYSTEM;Measurement resumed.
2024-12-04 09:33:24;SYSTEM;MeasurementLoop: measure is already overdue, start cleaning after 15 seconds.
2024-12-04 09:33:25;SYSTEM;Installed sensors:
{"display_name":"cond 22371200","internal_name":"cond 22371200","url":"modbus_rtu://4/5","sn":"22371200","version":"243590-1111 CONUM034","model":"condu::lyser"}
