[filetype:logbook]
Timestamp;Log level;Log message
2024-10-09 10:04:33;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/4, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:33;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/5, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:34;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/6, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:34;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/6, name= conduV2, start= 1319, n= 8, ret= MB_EX_ILLEGAL_DATA_VALUE).
2024-10-09 10:04:34;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/7, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:34;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/7, name= conduV2, start= 1319, n= 8, ret= MB_EX_ILLEGAL_DATA_ADDRESS).
2024-10-09 10:04:34;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/7, name= oxi-soliV1, ret= MB_EX_ILLEGAL_FUNCTION).
2024-10-09 10:04:34;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/8, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:35;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/8, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:35;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/8, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:35;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/8, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:35;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/9, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:35;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/9, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:36;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/9, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:36;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/9, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:36;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/10, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:36;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/10, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:36;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/10, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:37;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/10, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:37;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/11, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:37;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/11, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:37;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/11, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:38;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/11, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:38;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/12, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:38;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/12, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:38;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/12, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:38;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/12, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:39;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/13, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:39;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/13, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:39;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/13, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:39;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/13, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:39;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/14, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:40;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/14, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:40;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/14, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:40;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/14, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:40;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/15, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:41;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/15, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:41;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/15, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:41;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/15, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:41;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/16, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:41;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/16, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:42;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/16, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:42;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/16, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:42;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/17, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:42;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/17, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:43;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/17, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:43;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/17, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:43;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/18, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:43;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/18, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:43;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/18, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:44;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/18, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:44;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/19, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:44;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/19, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:44;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/19, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:44;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/19, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:45;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/20, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:45;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/20, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:45;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://4/20, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:45;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://4/20, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:46;CRITICAL;CRESTHelper::Get(): curl_easy_perform() failed (url= rest_tcp://https/, name= restTcp, start_url= https://:443/api/v1.0/Login ret= Couldn't resolve host name (0).
2024-10-09 10:04:46;CRITICAL;CRESTHelper::Get(): curl_easy_perform() failed (url= rest_tcp://https/, name= restTcp, start_url= https://:443/api/v1.0/Login ret= Couldn't resolve host name (0).
2024-10-09 10:04:47;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/1, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:47;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/1, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:48;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://1/1, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:48;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/1, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:58;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/1, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:58;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/1, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:59;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://1/1, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:04:59;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/1, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:04:59;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/2, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:59;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/2, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:04:59;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://1/2, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:05:00;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/2, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:05:00;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/3, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:00;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/3, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:00;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://1/3, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:05:00;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/3, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:05:01;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/4, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:01;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/4, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:01;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://1/4, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:05:01;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/4, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:05:02;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/5, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:02;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/5, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:02;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://1/5, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:05:02;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/5, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:05:02;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/6, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:03;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/6, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:03;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://1/6, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:05:03;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/6, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:05:03;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/7, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:03;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/7, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:04;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://1/7, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:05:04;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/7, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:05:04;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/8, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:04;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/8, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:05;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://1/8, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:05:05;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/8, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:05:05;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/9, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:05;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/9, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:05;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://1/9, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:05:06;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/9, name= scangeneric, start= 0, n= 3, ret= MB_ETIMEDOUT).
2024-10-09 10:05:06;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/10, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:06;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/10, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
2024-10-09 10:05:06;CRITICAL;CModbusHelper::ReportSlaveID(): eMBMReportSlaveID() failed (url= modbus_rtu://1/10, name= oxi-soliV1, ret= MB_ETIMEDOUT).
2024-10-09 10:05:07;CRITICAL;CModbusHelper::ReadInputRegisters(): eMBMReadInputRegisters() failed (url= modbus_rtu://1/11, name= conduV2, start= 1319, n= 8, ret= MB_ETIMEDOUT).
